gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000182511.11,FES,-12.113577843291335,NA,8.950311320345143e-34,0.001415248053850454,0.02325769830424205,0.014728578026158234,NA,5,5,5,6.249017465298618e-53,0.02270890304310049
ENSG00000238083.7,LRRC37A2,-11.382502684207873,NA,5.111156190404444e-30,0.024757129597263255,0.5615880157729252,3.27814452945945e-52,NA,26,59,59,5.541650969997795e-139,0.2203632429304472
ENSG00000272911.1,RP11-74E22.6,11.197355105072596,NA,4.200886063575027e-29,0.020590300964437508,0.0919488420141746,8.464307164367946e-07,NA,4,4,4,1.6320338561944085e-34,0.1043034324725158
ENSG00000114480.12,GBE1,-10.891838695426099,NA,1.2606892001122682e-27,0.008090661606770699,0.060081025409268775,9.545974136037032e-05,NA,9,9,9,4.002760364712804e-50,0.044822242119260385
ENSG00000137764.19,MAP2K5,-10.2045183706687,NA,1.8925778341373783e-24,0.0023339924198469667,0.027833652978081,0.0070777126600559325,NA,20,20,20,2.7790223756218233e-41,0.08306303800972538
ENSG00000149295.13,DRD2,-9.209965398943805,NA,3.2623007318542775e-20,0.013727665991544798,0.047400815639630174,0.0005337740060343973,NA,24,26,26,2.359590426085346e-66,0.2962419009780616
ENSG00000108379.9,WNT3,-8.81444334317077,NA,1.2028118419539328e-18,0.0014535844713468435,0.08064658334770249,5.547882593629297e-06,NA,7,13,13,2.4688648706165386e-24,0.015621326922535659
ENSG00000275759.1,RP11-131L12.3,-8.301110256305089,NA,1.031429157182101e-16,0.13422978071368424,0.31459845504151995,3.115428001870705e-23,NA,88,91,91,2.449972748881034e-31,0.2461891368335022
ENSG00000196670.13,ZFP62,-8.247266783648408,NA,1.6205835450287718e-16,0.0025670918949713987,0.05683674800112791,0.00014292957650620055,NA,13,15,15,1.6383214203554685e-28,0.08528601142158107
ENSG00000205078.5,SYCE1L,7.816071496527849,NA,5.449742838590574e-15,0.10614729521597,0.3391938412960132,9.046126702023573e-26,NA,46,47,47,1.8653233579517234e-54,0.13070625374231332
ENSG00000146701.11,MDH2,-7.7686589973672096,NA,7.932139356238043e-15,0.001105047137204189,0.03440023887849024,0.003312017910103445,NA,8,9,9,3.398574653663223e-16,0.017772434774706983
